slug,marca,nombre,genero,concentracion,volumen_ml,tiene_piramide,salida,corazon,fondo,notas,acordes,fragrantica_url,ficha
lattafa-fakhar-rose,Lattafa,Fakhar Rose,mujer,edp,100,1,frutas | azucena | granada | aldehídos,nardos | jazmín | gardenia | ylang-ylang | madreselva | rosa | peonía,vainilla | almizcle blanco | sándalo | ambroxan,frutas | azucena | granada | aldehídos | nardos | jazmín | gardenia | ylang-ylang | madreselva | rosa | peonía | vainilla | almizcle blanco | sándalo | ambroxan,floral blanco | afrutados | nardos | dulce | amaderado | animálico | florales,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Fakhar-Rose-70466.html,https://privateriche.com/perfume-arabe/lattafa-fakhar-rose
lattafa-haya,Lattafa,Haya,mujer,edp,100,1,champaña | fresa | naranja tangerina | naranja sanguina | rosa,gardenia | jazmín | orquídea de vainilla,ámbar | sándalo | castaña,champaña | fresa | naranja tangerina | naranja sanguina | rosa | gardenia | jazmín | orquídea de vainilla | ámbar | sándalo | castaña,cítrico | afrutados | floral blanco | dulce | champán | aldehídico | florales | ámbar | rosas | lactónico,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Haya-85031.html,https://privateriche.com/perfume-arabe/lattafa-haya
lattafa-her-confession,Lattafa,Her Confession,mujer,edp,100,1,canela | Mystikal,nardos | jazmín | incienso | Mahonial,vainilla | almizcle | haba tonka,canela | Mystikal | nardos | jazmín | incienso | Mahonial | vainilla | almizcle | haba tonka,avainillado | floral blanco | nardos | ámbar | almizclado | cálido especiado | atalcado | dulce | canela | balsámico,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Her-Confession-96864.html,https://privateriche.com/perfume-arabe/lattafa-her-confession
lattafa-his-confession,Lattafa,His Confession,hombre,edp,100,1,canela | lavanda | mandarina,iris | benjuí | ciprés | Mahonial,vainilla | haba tonka | ámbar | incienso | cedro | pachulí,canela | lavanda | mandarina | iris | benjuí | ciprés | Mahonial | vainilla | haba tonka | ámbar | incienso | cedro | pachulí,ámbar | avainillado | cálido especiado | atalcado | iris | amaderado | aromático | balsámico | canela | lavanda,https://www.fragrantica.es/perfume/Lattafa-Perfumes/His-Confession-96866.html,https://privateriche.com/perfume-arabe/lattafa-his-confession
lattafa-khamrah,Lattafa,Khamrah,unisex,edp,100,1,canela | nuez moscada | bergamota,dátiles | praliné | nardos | Mahonial,vainilla | haba tonka | Amberwood | mirra | benjuí | Akigalawood,canela | nuez moscada | bergamota | dátiles | praliné | nardos | Mahonial | vainilla | haba tonka | Amberwood | mirra | benjuí | Akigalawood,dulce | cálido especiado | avainillado | ámbar | canela | amaderado | fresco especiado | afrutados,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Khamrah-75805.html,https://privateriche.com/perfume-arabe/lattafa-khamrah
lattafa-khamrah-qahwa,Lattafa,Khamrah Qahwa,unisex,edp,100,1,canela | cardamomo | jengibre,praliné | Frutas confitadas | flores blancas,vainilla | café | haba tonka | benjuí | almizcle,canela | cardamomo | jengibre | praliné | Frutas confitadas | flores blancas | vainilla | café | haba tonka | benjuí | almizcle,cálido especiado | dulce | avainillado | canela | café | ámbar | atalcado,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Khamrah-Qahwa-88175.html,https://privateriche.com/perfume-arabe/lattafa-khamrah-qahwa
lattafa-maahir,Lattafa,Maahir,hombre,edp,100,1,bayas rojas | durazno (melocotón) | bergamota,jazmín | peonía | azucena roja,sándalo | flor de vainilla | almizcle,bayas rojas | durazno (melocotón) | bergamota | jazmín | peonía | azucena roja | sándalo | flor de vainilla | almizcle,atalcado | amaderado | avainillado | almizclado | floral blanco | dulce | afrutados | florales | fresco | cálido especiado,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Maahir-64950.html,https://privateriche.com/perfume-arabe/lattafa-maahir
lattafa-maahir-black,Lattafa,Maahir Black,hombre,edp,100,1,pimienta negra | pimienta rosa | azafrán,Aceite de cade | ládano | bálsamo de Gurjum | ruibarbo,cuero | cedro | madera de gaiac | pachulí | musgo | almizcle,pimienta negra | pimienta rosa | azafrán | Aceite de cade | ládano | bálsamo de Gurjum | ruibarbo | cuero | cedro | madera de gaiac | pachulí | musgo | almizcle,amaderado | fresco especiado | cuero | aromático | cálido especiado | almizclado | ámbar,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Maahir-Black-Edition-66564.html,https://privateriche.com/perfume-arabe/lattafa-maahir-black
lattafa-mayar,Lattafa,Mayar,mujer,edp,100,1,lichi | frambuesa | hojas de violeta,rosa blanca | peonía | jazmín,almizcle | vainilla,lichi | frambuesa | hojas de violeta | rosa blanca | peonía | jazmín | almizcle | vainilla,afrutados | rosas | dulce | fresco | tropical | florales | acuático | almizclado,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Mayar-84309.html,https://privateriche.com/perfume-arabe/lattafa-mayar
lattafa-mayar-intense,Lattafa,Mayar Intense,mujer,edp,100,1,Mandarina verde | higo | Agua de coco | melón,flor de loto | nenúfar (lirio de agua) | jazmín,almizcle | ambroxan | vainilla | sándalo,Mandarina verde | higo | Agua de coco | melón | flor de loto | nenúfar (lirio de agua) | jazmín | almizcle | ambroxan | vainilla | sándalo,florales | acuático | afrutados | ozónico | cítrico | fresco | almizclado | dulce | amaderado | aromático,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Mayar-Natural-Intense-89759.html,https://privateriche.com/perfume-arabe/lattafa-mayar-intense
lattafa-musamam,Lattafa,Musamam,unisex,edp,100,1,azafrán | mandarina italiana | lavanda,Amberwood | cedro de Virginia | geranio,Akigalawood | incienso | ládano,azafrán | mandarina italiana | lavanda | Amberwood | cedro de Virginia | geranio | Akigalawood | incienso | ládano,amaderado | ámbar | cálido especiado | oud | ahumado | balsámico,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Musamam-84720.html,https://privateriche.com/perfume-arabe/lattafa-musamam
lattafa-nebras,Lattafa,Nebras,unisex,edp,100,1,bayas rojas | mandarina,vainilla | cacao | rosa,azúcar | haba tonka | ámbar | almizcle,bayas rojas | mandarina | vainilla | cacao | rosa | azúcar | haba tonka | ámbar | almizcle,avainillado | dulce | cacao | cálido especiado | ámbar | afrutados | atalcado,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Nebras-78560.html,https://privateriche.com/perfume-arabe/lattafa-nebras
lattafa-opulent-musk,Lattafa,Opulent Musk,unisex,edp,100,1,almizcle blanco | azafrán | limón (lima ácida),flores blancas | jazmín,almizcle blanco | cedro | ámbar | resina | resina de abeto,almizcle blanco | azafrán | limón (lima ácida) | flores blancas | jazmín | almizcle blanco | cedro | ámbar | resina | resina de abeto,almizclado | ámbar | amaderado | atalcado | cálido especiado | floral blanco | metálico | aromático | animálico | cuero,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Opulent-Musk-67940.html,https://privateriche.com/perfume-arabe/lattafa-opulent-musk
lattafa-oud-for-glory,Lattafa,Oud For Glory,unisex,edp,100,1,azafrán | nuez moscada | lavanda,madera de oud | pachulí,madera de oud | pachulí | almizcle,azafrán | nuez moscada | lavanda | madera de oud | pachulí | madera de oud | pachulí | almizcle,oud | cálido especiado | fresco especiado | pachulí | metálico | almizclado | amaderado | lavanda | terrosos | cuero,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Bade-e-Al-Oud-Oud-for-Glory-64948.html,https://privateriche.com/perfume-arabe/lattafa-oud-for-glory
lattafa-oud-mood,Lattafa,Oud Mood,unisex,edp,100,1,rosa | azafrán | pimienta de Jamaica,madera de oud | caramelo | notas florales | pachulí,notas amaderadas | ámbar | resinas | incienso | almizcle,rosa | azafrán | pimienta de Jamaica | madera de oud | caramelo | notas florales | pachulí | notas amaderadas | ámbar | resinas | incienso | almizcle,ámbar | oud | amaderado | cálido especiado | caramelo | balsámico | rosas | ahumado | florales,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Oud-Mood-46814.html,https://privateriche.com/perfume-arabe/lattafa-oud-mood
lattafa-qaed-al-fursan-unlimited,Lattafa,Qaed Al Fursan Unlimited,hombre,edp,90,1,coco | piña | cítricos,"ylang-ylang | frangipani (plumeria, plumaria, atapaima) | jazmín",vainilla | almizcle | sándalo | notas dulces,"coco | piña | cítricos | ylang-ylang | frangipani (plumeria, plumaria, atapaima) | jazmín | vainilla | almizcle | sándalo | notas dulces",dulce | avainillado | coco | tropical | atalcado | florales | lactónico | amaderado | Floral amarillo | almizclado,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Qaed-Al-Fursan-Unlimited-82590.html,https://privateriche.com/perfume-arabe/lattafa-qaed-al-fursan-unlimited
lattafa-raed-luxe,Lattafa,Raed Luxe,unisex,edp,100,1,sandía | enebro | piña | jazmín | pimienta rosa | flor de la acacia de Constantinopla (árbol de la seda),notas herbales | lavanda | salvia | canela,Hielo | fresa | sándalo | vetiver | ámbar | vainilla | almizcle | haba tonka | castaña,sandía | enebro | piña | jazmín | pimienta rosa | flor de la acacia de Constantinopla (árbol de la seda) | notas herbales | lavanda | salvia | canela | Hielo | fresa | sándalo | vetiver | ámbar | vainilla | almizcle | haba tonka | castaña,aromático | afrutados | amaderado | dulce | fresco | acuático | ozónico | fresco especiado | ámbar | atalcado,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Ra-ed-Luxe-65392.html,https://privateriche.com/perfume-arabe/lattafa-raed-luxe
lattafa-raghba,Lattafa,Raghba,unisex,edp,100,0,,,,vainilla | azúcar | madera de oud | incienso | sándalo | almizcle,avainillado | dulce | oud | ámbar | atalcado | balsámico | ahumado | amaderado | cálido especiado | almizclado,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Raghba-25807.html,https://privateriche.com/perfume-arabe/lattafa-raghba
lattafa-teriaq,Lattafa,Teriaq,unisex,edp,100,1,caramelo | almendra amarga | chabacano | pimienta rosa,miel | ruibarbo | flores blancas | rosa,cuero | vainilla | almizcle | ládano | vetiver,caramelo | almendra amarga | chabacano | pimienta rosa | miel | ruibarbo | flores blancas | rosa | cuero | vainilla | almizcle | ládano | vetiver,dulce | caramelo | afrutados | amielado | cuero | avainillado | almendrado | animálico | almizclado | atalcado,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Teriaq-89850.html,https://privateriche.com/perfume-arabe/lattafa-teriaq
lattafa-velvet-oud,Lattafa,Velvet Oud,unisex,edp,100,0,,,,cuero | madera de oud | incienso | cítricos | ámbar | almizcle | canela,cuero | ámbar | ahumado | oud | animálico | cítrico | almizclado | cálido especiado | balsámico | atalcado,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Velvet-Oud-60262.html,https://privateriche.com/perfume-arabe/lattafa-velvet-oud
lattafa-yara,Lattafa,Yara,mujer,edp,100,1,orquídea | heliotropo | naranja tangerina,Acorde goloso | frutas tropicales,vainilla | almizcle | sándalo,orquídea | heliotropo | naranja tangerina | Acorde goloso | frutas tropicales | vainilla | almizcle | sándalo,dulce | avainillado | atalcado | tropical | almizclado | afrutados | florales | cítrico,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Yara-76880.html,https://privateriche.com/perfume-arabe/lattafa-yara
lattafa-yara-candy,Lattafa,Yara Candy,mujer,edp,100,1,grosellas negras | Mandarina verde,Caramelo de fresa efervescente | gardenia,vainilla | almizcle | ámbar | sándalo,grosellas negras | Mandarina verde | Caramelo de fresa efervescente | gardenia | vainilla | almizcle | ámbar | sándalo,avainillado | afrutados | atalcado | cítrico | floral blanco | aromático | amaderado | almizclado | especiado suave | animálico,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Yara-Candy-95752.html,https://privateriche.com/perfume-arabe/lattafa-yara-candy
lattafa-yara-elixir,Lattafa,Yara Elixir,mujer,edp,100,1,S&#039;mores de Fresa | grosellas negras,jazmín | flor de azahar del naranjo,vainilla | caramelo | ámbar | almizcle,S&#039;mores de Fresa | grosellas negras | jazmín | flor de azahar del naranjo | vainilla | caramelo | ámbar | almizcle,avainillado | caramelo | dulce | floral blanco | atalcado | afrutados | ámbar | almizclado | especiado suave | animálico,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Yara-Elixir-117615.html,https://privateriche.com/perfume-arabe/lattafa-yara-elixir
lattafa-yara-moi,Lattafa,Yara Moi,mujer,edp,100,1,jazmín | durazno (melocotón),caramelo | ámbar,pachulí | sándalo,jazmín | durazno (melocotón) | caramelo | ámbar | pachulí | sándalo,amaderado | floral blanco | pachulí | cálido especiado | caramelo | atalcado | ámbar | afrutados | dulce | balsámico,https://www.fragrantica.es/perfume/Lattafa-Perfumes/Yara-Moi-80722.html,https://privateriche.com/perfume-arabe/lattafa-yara-moi
orientica-amber-rouge,Orientica,Amber Rouge,unisex,edp,80,1,azafrán | jazmín,Amberwood | ámbar gris,cedro | resina de abeto,azafrán | jazmín | Amberwood | ámbar gris | cedro | resina de abeto,ámbar | amaderado | cálido especiado | metálico | animálico | cuero | floral blanco,https://www.fragrantica.es/perfume/Orientica-Premium/Amber-Rouge-69364.html,https://privateriche.com/perfume-arabe/orientica-amber-rouge
orientica-oud-saffron,Orientica,Oud Saffron,hombre,edp,80,1,notas orientales | vainilla,azafrán | pachulí,madera de oud | almizcle | madera de gaiac,notas orientales | vainilla | azafrán | pachulí | madera de oud | almizcle | madera de gaiac,cálido especiado | oud | ámbar | almizclado | amaderado | avainillado | atalcado | pachulí | metálico,https://www.fragrantica.es/perfume/Orientica-Premium/Oud-Saffron-69363.html,https://privateriche.com/perfume-arabe/orientica-oud-saffron
orientica-royal-amber,Orientica,Royal Amber,unisex,edp,80,1,canela | naranja,bálsamo de Gurjum | orquídea negra,pachulí | sándalo,canela | naranja | bálsamo de Gurjum | orquídea negra | pachulí | sándalo,amaderado | cálido especiado | canela | pachulí | cítrico | atalcado | balsámico | fresco especiado,https://www.fragrantica.es/perfume/Orientica/Royal-Amber-55916.html,https://privateriche.com/perfume-arabe/orientica-royal-amber
orientica-velvet-gold,Orientica,Velvet Gold,mujer,edp,80,1,caramelo | violeta | pimienta rosa | bergamota,notas atalcadas | rosa | pachulí,vainilla | almizcle | Notas de animal,caramelo | violeta | pimienta rosa | bergamota | notas atalcadas | rosa | pachulí | vainilla | almizcle | Notas de animal,atalcado | almizclado | caramelo | avainillado | violeta | animálico | dulce | rosas | florales | especiado suave,https://www.fragrantica.es/perfume/Orientica-Premium/Velvet-Gold-75641.html,https://privateriche.com/perfume-arabe/orientica-velvet-gold
rasasi-abyan-for-her,Rasasi,Abyan for Her,mujer,edp,50,1,frambuesa | limón (lima ácida),rosa | hojas de violeta,almizcle | cedro | algalia (civet),frambuesa | limón (lima ácida) | rosa | hojas de violeta | almizcle | cedro | algalia (civet),afrutados | rosas | almizclado | dulce | atalcado | cítrico | ozónico | animálico | acuático | amaderado,https://www.fragrantica.es/perfume/Rasasi/Abyan-19675.html,https://privateriche.com/perfume-arabe/rasasi-abyan-for-her
rasasi-daarej,Rasasi,Daarej pour Femme,mujer,edp,100,1,durazno (melocotón) | notas verdes | naranja | bergamota,heliotropo | orquídea | nardos | jazmín | lirio de los valles (muguete),caramelo | almizcle | vetiver | sándalo | ámbar | pachulí,durazno (melocotón) | notas verdes | naranja | bergamota | heliotropo | orquídea | nardos | jazmín | lirio de los valles (muguete) | caramelo | almizcle | vetiver | sándalo | ámbar | pachulí,atalcado | floral blanco | amaderado | florales | dulce | caramelo | avainillado | verde | almizclado | cítrico,https://www.fragrantica.es/perfume/Rasasi/Daarej-pour-Femme-19687.html,https://privateriche.com/perfume-arabe/rasasi-daarej
rasasi-egra,Rasasi,Egra,mujer,edp,100,1,pimienta | fresia | nenúfar (lirio de agua) | bergamota,jazmín | flor de azahar del naranjo | ciruela,almizcle | pachulí | sándalo,pimienta | fresia | nenúfar (lirio de agua) | bergamota | jazmín | flor de azahar del naranjo | ciruela | almizcle | pachulí | sándalo,floral blanco | almizclado | florales | atalcado | fresco especiado | amaderado | cálido especiado | cítrico | dulce | afrutados,https://www.fragrantica.es/perfume/Rasasi/Egra-Women-19677.html,https://privateriche.com/perfume-arabe/rasasi-egra
rasasi-hawas,Rasasi,Hawas,hombre,edp,100,1,manzana | bergamota | limón (lima ácida) | canela,notas acuosas | ciruela | flor de azahar del naranjo | cardamomo,ámbar gris | almizcle | pachulí | trozos de madera a la deriva,manzana | bergamota | limón (lima ácida) | canela | notas acuosas | ciruela | flor de azahar del naranjo | cardamomo | ámbar gris | almizcle | pachulí | trozos de madera a la deriva,afrutados | cítrico | acuático | fresco | cálido especiado | dulce | ámbar | almizclado | aromático | animálico,https://www.fragrantica.es/perfume/Rasasi/Hawas-for-Him-46890.html,https://privateriche.com/perfume-arabe/rasasi-hawas
rasasi-hawas-black,Rasasi,Hawas Black,hombre,edp,100,1,bergamota | piña | toronja (pomelo),pachulí | cedro | jazmín,musgo de roble | notas amaderadas | ámbar,bergamota | piña | toronja (pomelo) | pachulí | cedro | jazmín | musgo de roble | notas amaderadas | ámbar,amaderado | cítrico | musgoso | terrosos | fresco especiado | afrutados | pachulí | dulce | aromático,https://www.fragrantica.es/perfume/Rasasi/Hawas-Black-96817.html,https://privateriche.com/perfume-arabe/rasasi-hawas-black
rasasi-hawas-fire,Rasasi,Hawas Fire,hombre,edp,100,1,esclarea,Notas marinas | jazmín egipcio,ámbar | Notas minerales | ámbar gris,esclarea | Notas marinas | jazmín egipcio | ámbar | Notas minerales | ámbar gris,ámbar | aromático | mineral | marino | especiado suave | floral blanco | animálico | salado,https://www.fragrantica.es/perfume/Rasasi/Hawas-Fire-101665.html,https://privateriche.com/perfume-arabe/rasasi-hawas-fire
rasasi-hawas-ice,Rasasi,Hawas Ice,hombre,edp,100,1,manzana | limón italiano (lima italiana) | bergamota de Sicilia | anís estrellado,ciruela | flor de azahar del naranjo | cardamomo,almizcle | ámbar | trozos de madera a la deriva | musgo,manzana | limón italiano (lima italiana) | bergamota de Sicilia | anís estrellado | ciruela | flor de azahar del naranjo | cardamomo | almizcle | ámbar | trozos de madera a la deriva | musgo,afrutados | cítrico | dulce | fresco | aromático | almizclado | atalcado | fresco especiado | verde | ámbar,https://www.fragrantica.es/perfume/Rasasi/Hawas-Ice-89050.html,https://privateriche.com/perfume-arabe/rasasi-hawas-ice
rasasi-hawas-kobra,Rasasi,Hawas Kobra,hombre,edp,100,1,jengibre | bergamota | naranja tangerina,té verde | canela | neroli,almizcle | notas amaderadas | ámbar,jengibre | bergamota | naranja tangerina | té verde | canela | neroli | almizcle | notas amaderadas | ámbar,cítrico | fresco especiado | fresco | almizclado | amaderado | verde | atalcado | ámbar | canela | cálido especiado,https://www.fragrantica.es/perfume/Rasasi/Hawas-Kobra-112706.html,https://privateriche.com/perfume-arabe/rasasi-hawas-kobra
rasasi-hawas-malibu,Rasasi,Hawas Malibu,hombre,edp,100,1,piña | naranja | toronja (pomelo),raíz de lirio | ámbar | lavanda,haba tonka | almizcle | pachulí | cachemira,piña | naranja | toronja (pomelo) | raíz de lirio | ámbar | lavanda | haba tonka | almizcle | pachulí | cachemira,dulce | ámbar | cítrico | afrutados | atalcado | avainillado | iris | almizclado | amaderado | aromático,https://www.fragrantica.es/perfume/Rasasi/Hawas-Malibu-112707.html,https://privateriche.com/perfume-arabe/rasasi-hawas-malibu
rasasi-hawas-tropical,Rasasi,Hawas Tropical,hombre,edp,100,1,Agua de coco | hojas de higuera | jengibre,coco | higo | menta,sándalo | haba tonka | almizcle,Agua de coco | hojas de higuera | jengibre | coco | higo | menta | sándalo | haba tonka | almizcle,dulce | verde | amaderado | coco | avainillado | fresco | atalcado | aromático | lactónico | afrutados,https://www.fragrantica.es/perfume/Rasasi/Hawas-Tropical-108054.html,https://privateriche.com/perfume-arabe/rasasi-hawas-tropical
rasasi-hawas-viper,Rasasi,Hawas Viper,hombre,edp,100,1,azafrán | marihuana (cannabis) | tomillo | notas verdes | Davana,tabaco | café | canela | violeta | frambuesa,bálsamo de Gurjum | almizcle | haba tonka,azafrán | marihuana (cannabis) | tomillo | notas verdes | Davana | tabaco | café | canela | violeta | frambuesa | bálsamo de Gurjum | almizcle | haba tonka,cálido especiado | tabaco | aromático | dulce | verde | Cannabis | almizclado | café | afrutados | amaderado,https://www.fragrantica.es/perfume/Rasasi/Hawas-Viper-113594.html,https://privateriche.com/perfume-arabe/rasasi-hawas-viper
rasasi-hawas-for-her,Rasasi,Hawas for Her,mujer,edp,100,1,granada | manzana | toronja (pomelo),iris | jazmín sambac (sampaguita) | cítricos,praliné | pachulí | vetiver,granada | manzana | toronja (pomelo) | iris | jazmín sambac (sampaguita) | cítricos | praliné | pachulí | vetiver,amaderado | dulce | afrutados | terrosos | cítrico | pachulí | iris | fresco especiado | fresco | floral blanco,https://www.fragrantica.es/perfume/Rasasi/Hawas-for-Her-67146.html,https://privateriche.com/perfume-arabe/rasasi-hawas-for-her
rasasi-la-yuqawam,Rasasi,La Yuqawam,hombre,edp,75,1,frambuesa | azafrán | tomillo,incienso de olíbano (franquincienso) | jazmín | abrótano,cuero | gamuza | notas amaderadas | ámbar,frambuesa | azafrán | tomillo | incienso de olíbano (franquincienso) | jazmín | abrótano | cuero | gamuza | notas amaderadas | ámbar,cuero | afrutados | dulce | animálico | ámbar | amaderado | almizclado | cálido especiado | ahumado,https://www.fragrantica.es/perfume/Rasasi/La-Yuqawam-Homme-19668.html,https://privateriche.com/perfume-arabe/rasasi-la-yuqawam
riiffs-freeze,Riiffs,Freeze,unisex,,100,1,Menta verde | Ralladura de limón | bergamota de Calabria | toronja (pomelo) | Nieve,Hielo | té | jengibre | salvia,Ambermax™ | peonía | cedro,Menta verde | Ralladura de limón | bergamota de Calabria | toronja (pomelo) | Nieve | Hielo | té | jengibre | salvia | Ambermax™ | peonía | cedro,fresco | cítrico | verde | fresco especiado | aromático,https://www.fragrantica.es/perfume/Riiffs-Perfumes/Freeze-118093.html,https://privateriche.com/perfume-arabe/riiffs-freeze
swiss-arabian-layali,Swiss Arabian,Layali,mujer,edp,100,1,ciruela | grosellas negras | flor de azahar del naranjo,ylang-ylang | jazmín | rosa,madera de oud | ámbar,ciruela | grosellas negras | flor de azahar del naranjo | ylang-ylang | jazmín | rosa | madera de oud | ámbar,afrutados | floral blanco | dulce | Floral amarillo | oud | amaderado | florales | ámbar | rosas | animálico,https://www.fragrantica.es/perfume/Swiss-Arabian/Layali-56235.html,https://privateriche.com/perfume-arabe/swiss-arabian-layali
swiss-arabian-nouf,Swiss Arabian,Nouf,mujer,edp,50,1,toronja (pomelo) | bergamota | limón (lima ácida),ámbar | pimienta,cedro | ámbar | palisandro,toronja (pomelo) | bergamota | limón (lima ácida) | ámbar | pimienta | cedro | ámbar | palisandro,cítrico | amaderado | fresco especiado | ámbar | aromático | cálido especiado | atalcado,https://www.fragrantica.es/perfume/Swiss-Arabian/Nouf-19459.html,https://privateriche.com/perfume-arabe/swiss-arabian-nouf
swiss-arabian-rasheeqa,Swiss Arabian,Rasheeqa,mujer,edp,50,1,rosa | notas verdes,aldehídos | lirio de los valles (muguete) | jazmín,sándalo | cedro | almizcle,rosa | notas verdes | aldehídos | lirio de los valles (muguete) | jazmín | sándalo | cedro | almizcle,amaderado | floral blanco | rosas | fresco | aldehídico | verde | atalcado | florales | almizclado | jabonoso,https://www.fragrantica.es/perfume/Swiss-Arabian/Rasheeqa-19472.html,https://privateriche.com/perfume-arabe/swiss-arabian-rasheeqa
swiss-arabian-shaghaf-oud-aswad,Swiss Arabian,Shaghaf Oud Aswad,hombre,edp,75,1,rosa | azafrán | notas amaderadas | tomillo,rosa | madera de oud | pachulí | comino | cilantro | jazmín,madera de oud | cuero | ámbar | sándalo | vainilla | almizcle,rosa | azafrán | notas amaderadas | tomillo | rosa | madera de oud | pachulí | comino | cilantro | jazmín | madera de oud | cuero | ámbar | sándalo | vainilla | almizcle,amaderado | rosas | oud | cálido especiado | cuero | fresco especiado | aromático | animálico | atalcado | pachulí,https://www.fragrantica.es/perfume/Swiss-Arabian/Shaghaf-Oud-Aswad-54283.html,https://privateriche.com/perfume-arabe/swiss-arabian-shaghaf-oud-aswad
swiss-arabian-wajd,Swiss Arabian,Wajd,unisex,edp,50,1,rosa turca | notas afrutadas | manzana,pachulí | raíz de lirio,notas dulces | ámbar | almizcle | resina,rosa turca | notas afrutadas | manzana | pachulí | raíz de lirio | notas dulces | ámbar | almizcle | resina,dulce | afrutados | rosas | ámbar | pachulí | atalcado | amaderado | almizclado | terrosos | balsámico,https://www.fragrantica.es/perfume/Swiss-Arabian/Wajd-56244.html,https://privateriche.com/perfume-arabe/swiss-arabian-wajd
